연번,기업명,전화번호,주소,산업분류
22126,비케이메디텍(주)화성공장,031-352-9135,경기도 화성시 만세구 양감면 요당리 215-5,정형 외과용 및 신체 보정용 기기 제조업
22127,에니스,,경기도 화성시 만세구 마도면 금당리 194-3,침구 및 관련제품 제조업
22128,(주)휘일화성공장,031-354-5171,경기도 화성시 만세구 양감면 요당리 103-26,운송장비용 공기 조화장치 제조업
22129,태성산업롤,,경기도 화성시 만세구 팔탄면 율암리 474-30,수동식 식품 가공 기기 및 금속 주방용기 제조업
22130,G-테크,,경기도 화성시 효행구 봉담읍 유리 184-4,그 외 기타 금속 가공업
22131,맘 코바늘(mom crochet),,경기도 화성시 동탄구 산척동 745,가방 및 기타 보호용 케이스 제조업
22132,에스.오.피,031-409-7987,경기도 화성시 만세구 우정읍 운평리 1355-2,인쇄 및 제책용 기계 제조업
22133,성실종합공사,031-366-7966,경기도 화성시 효행구 비봉면 삼화리 541-8,"금속 문, 창, 셔터 및 관련제품 제조업"
22134,(주)한국피엘,031-366-2595,경기도 화성시 만세구 팔탄면 구장리 35-10,플라스틱 필름 제조업
22135,일화세미텍,031-297-3941,경기도 화성시 효행구 봉담읍 마하리 199-4,그 외 기타 금속 가공업
22136,한국가구,031-351-2305,경기도 화성시 만세구 장안면 사곡리 306-1,기타 목재 가구 제조업
22137,(주)재원인더스트리*,031-354-5404,경기도 화성시 만세구 송산면 마산리 290-29,육상 금속 골조 구조재 제조업
22138,정수 다이케스팅,031-8059-2513,경기도 화성시 효행구 정남면 망월리 444-16,알루미늄 주물 주조업
22139,은성기계,031-355-6041,경기도 화성시 만세구 남양읍 남양리 1006-3,금속 절삭기계 제조업
22140,모든 인쇄,031-352-8855,경기도 화성시 만세구 양감면 사창리 40,경 인쇄업
22141,주식회사 비아인터내셔널,,경기도 화성시 동탄구 영천동 823-6,유아용 의복 제조업
22142,제이하이테크,031-495-9869,경기도 화성시 만세구 마도면 청원리 48-3,기타 기계·장비 조립용 플라스틱제품 제조업
22143,와이아이씨시스템 주식회사,031-278-0461,경기도 화성시 동탄구 석우동 20-13,전자 부품 실장기판 제조업
22144,다온테크,,경기도 화성시 만세구 팔탄면 덕천리 320-2,절삭 가공 및 유사 처리업
22145,휴버트,,경기도 화성시 동탄구 영천동 652-4,기타 비알코올 음료 제조업
22146,주식회사 KDT,070-4070-3932,경기도 화성시 동탄구 영천동 851,기타 무선 통신장비 제조업
22147,우신산업사,031-356-3216,경기도 화성시 만세구 서신면 용두리 660-13,기타 전기 변환장치 제조업
22148,세종기업(주),031-364-8893,경기도 화성시 만세구 송산면 칠곡리 17-33,주철관 제조업
22149,세양피엘,031-375-0059,경기도 화성시 만세구 장안면 덕다리 180-10,포장용 플라스틱 성형용기 제조업
22150,태진정밀,,경기도 화성시 효행구 정남면 괘랑리 490,주형 및 금형 제조업
22151,서현이엔지 주식회사,031-352-2089,경기도 화성시 만세구 팔탄면 서근리 71-1,운송장비 조립용 플라스틱제품 제조업
22152,(주)케이엔케이,070-4045-0407,경기도 화성시 병점구 기산동 246-1,"전자기 측정, 시험 및 분석 기구 제조업"
22153,제이에이치테크,070-8832-1527,경기도 화성시 만세구 향남읍 화리현리 193,금속 절삭기계 제조업
22154,주식회사 오성인터네셔널,,경기도 화성시 만세구 장안면 사곡리 340-4,"카펫, 마루덮개 및 유사 제품 제조업"
22155,(주)인정,,경기도 화성시 만세구 마도면 석교리 569-3,기타 주변 기기 제조업
22156,(주)명진기업,031-375-7185,경기도 화성시 효행구 정남면 고지리 192-15,산업용 송풍기 및 배기장치 제조업
22157,부흥이엔지,031-949-6908,경기도 화성시 만세구 송산면 중송리 32-6,기타 기계·장비 조립용 플라스틱제품 제조업
22158,상신테크주식회사,,경기도 화성시 만세구 팔탄면 고주리 122-55,금속 절삭기계 제조업
22159,시스템엔지니어링코리아(주),031-374-6210,경기도 화성시 동탄구 영천동 853-3,기기용 자동 측정 및 제어장치 제조업
22160,한국기연,031-352-9738,경기도 화성시 만세구 팔탄면 창곡리 610-4,기타 일반 기계 및 장비 수리업
22161,남호,,경기도 화성시 효행구 정남면 귀래리 387-23,차체 및 특장차 제조업
22162,오늘인터내셔널,031-8059-5833,경기도 화성시 만세구 팔탄면 가재리 117-2,분말 야금제품 제조업
22163,미래산업,,경기도 화성시 효행구 봉담읍 분천리 82-5,컨베이어 장치 제조업
22164,(주)예호철강,031-356-5750,경기도 화성시 만세구 마도면 금당리 702-4,철강선 제조업
22165,미래산업,,경기도 화성시 효행구 봉담읍 세곡리 80,"플라스틱 선, 봉, 관 및 호스 제조업"
22166,(주)온더블,,경기도 화성시 만세구 마도면 해문리 210-1,기타 식사용 가공처리 조리식품 제조업
22167,ARCHE(아르케),031-267-3889,경기도 화성시 병점구 안녕동 180-298,기타 반도체 소자 제조업
22168,골드마린,02-2212-0715,경기도 화성시 만세구 우정읍 매향리 722-35,기타 일반 기계 및 장비 수리업
22169,동국정밀,031-354-8838,경기도 화성시 만세구 팔탄면 창곡리 276,금속 단조제품 제조업
22170,에스지에스원 주식회사,031-8067-8681,경기도 화성시 만세구 팔탄면 서근리 170-20,그 외 자동차용 신품 부품 제조업
22171,태승일렉트론,,경기도 화성시 만세구 팔탄면 구장리 38-25,기타 전기 변환장치 제조업
22172,한국불소기술*,031-358-6578,경기도 화성시 만세구 장안면 석포리 551-1,반도체 제조용 기계 제조업
22173,이엘에스,031-298-8909,경기도 화성시 만세구 팔탄면 율암리 474,배전반 및 전기 자동제어반 제조업
22174,이화테크ENG,031-378-4715,경기도 화성시 만세구 우정읍 석천리 101,육상 금속 골조 구조재 제조업
22175,조이JOY화학,,경기도 화성시 만세구 양감면 사창리 762-1,합성수지 및 기타 플라스틱 물질 제조업
22176,주식회사대림프라스틱(화성지점)*,070-4481-0985,경기도 화성시 만세구 장안면 금의리 793,포장용 플라스틱 성형용기 제조업
22177,지에스운반기계,031-353-9680,경기도 화성시 효행구 정남면 계향리 478-7,기타 일반 기계 및 장비 수리업
22178,한송M&T(주),031-419-4443,경기도 화성시 동탄구 방교동 835-5,톱 및 호환성 공구 제조업
22179,(주)성심,031-355-5297,경기도 화성시 만세구 마도면 송정리 1-20,의료용 가구 제조업
22180,(주)홍일산업,031-356-6600,경기도 화성시 만세구 마도면 쌍송리 141-17,"플라스틱 선, 봉, 관 및 호스 제조업"
22181,에스지SG,,경기도 화성시 만세구 남양읍 북양리 400-6,기타 판유리 가공품 제조업
22182,(주)다움테크,031-355-2892,경기도 화성시 만세구 팔탄면 서근리 200-6,"도금, 착색 및 기타 표면 처리 강재 제조업"
22183,한울메이드,,경기도 화성시 만세구 향남읍 동오리 58-2,기타 반도체 소자 제조업
22184,엠에스문성,031-455-6885,경기도 화성시 만세구 남양읍 무송리 184-48,그 외 기타 1차 철강 제조업
22185,귀득삼삼된장,031-358-2387,경기도 화성시 만세구 우정읍 운평리 1311,장류 제조업
22186,한빛창호,031-355-5802,경기도 화성시 만세구 남양읍 안석리 458,"금속 문, 창, 셔터 및 관련제품 제조업"
22187,씨제이,031-351-7501,경기도 화성시 만세구 장안면 독정리 364-26,플라스틱 접착처리 제품 제조업
22188,천지명판,,경기도 화성시 만세구 마도면 쌍송리 662,합성섬유 제조업
22189,영화테크,,경기도 화성시 효행구 정남면 계향리 527-5,주형 및 금형 제조업
22190,주식회사 엠에프테크,031-8015-0824,경기도 화성시 동탄구 능동 1059-1,강관 가공품 및 관 연결구류 제조업
22191,(주)세중메탈,031-8047-5011,경기도 화성시 만세구 남양읍 북양리 416-18,철강선 제조업
22192,이엔아이솔루션,,경기도 화성시 효행구 정남면 음양리 854,반도체 제조용 기계 제조업
22193,티피아이,031-352-1453,경기도 화성시 만세구 팔탄면 창곡리 27-3,포장용 플라스틱 성형용기 제조업
22194,태민정밀,,경기도 화성시 만세구 송산면 쌍정리 1004-2,절삭 가공 및 유사 처리업
22195,영신펀치,031-454-9991,경기도 화성시 만세구 마도면 해문리 293-2,절삭 가공 및 유사 처리업
22196,주식회사 더쌤,,경기도 화성시 동탄구 영천동 823-6,기타 기계·장비 조립용 플라스틱제품 제조업
22197,솔트린,031-784-8585,경기도 화성시 동탄구 영천동 823-6,반도체 제조용 기계 제조업
22198,주식회사정진단열,070-8657-3400,경기도 화성시 만세구 팔탄면 율암리 35-12,"금속 문, 창, 셔터 및 관련제품 제조업"
22199,와이제이테크,,경기도 화성시 만세구 팔탄면 율암리 504-22,주형 및 금형 제조업
22200,해피투게더주식회사,070-4153-2166,경기도 화성시 효행구 봉담읍 분천리 8-4,빵류 제조업
22201,덕성산업,031-355-6525,경기도 화성시 만세구 남양읍 무송리 197-6,그 외 기타 플라스틱 제품 제조업
22202,리아이엔지,,경기도 화성시 효행구 봉담읍 분천리 107-2,절삭 가공 및 유사 처리업
22203,솔이 이앤지,,경기도 화성시 만세구 우정읍 이화리 472-5,자동차 차체용 신품 부품 제조업
22204,모아산업,031-223-5347,경기도 화성시 효행구 기안동 33-8,액체 여과기 제조업
22205,주식회사 와이즈테크노,031-203-6236,경기도 화성시 효행구 봉담읍 수기리 21-5,반도체 제조용 기계 제조업
22206,대성산업,031-663-6265,경기도 화성시 만세구 팔탄면 화당리 1-78,"적층, 합성 및 특수 표면처리 종이 제조업"
22207,발안설비,031-353-7567,경기도 화성시 만세구 향남읍 발안리 127-32,기타 일반 기계 및 장비 수리업
22208,에스지테크놀러지,,경기도 화성시 만세구 장안면 독정리 364-23,그 외 기타 플라스틱 제품 제조업
22209,태진팩(주),,경기도 화성시 만세구 마도면 청원리 351-65,"적층, 합성 및 특수 표면처리 종이 제조업"
22210,율천정밀(주)화성지점,,경기도 화성시 만세구 향남읍 구문천리 933-5,기타 물품 취급장비 제조업
22211,치페치릿ChipeChirit,050-7137-0122,경기도 화성시 동탄구 반송동 64-5,귀금속 및 관련제품 제조업
22212,대현산업,031-358-3814,경기도 화성시 만세구 장안면 독정리 355-18,금속 탱크 및 저장 용기 제조업
22213,(주)에이치.디.시스템,031-352-5452,경기도 화성시 만세구 양감면 신왕리 1035,자동차용 신품 조향장치 및 현가장치 제조업
22214,대영ENG,031-492-0883,,인쇄 및 제책용 기계 제조업
22215,케이(K)테크,,경기도 화성시 만세구 우정읍 화산리 701-62,그 외 기타 금속 가공업
22216,궁평미곡처리장,,경기도 화성시 만세구 서신면 궁평리 427-1,곡물 도정업
22217,에스에스씨라이팅,031-222-9482,경기도 화성시 동탄구 영천동 836-2,그 외 기타 일반 목적용 기계 제조업
22218,모던정밀,031-378-8155,경기도 화성시 효행구 정남면 덕절리 353-5,절삭 가공 및 유사 처리업
22219,에스제이,031-351-1281,서울 강서구 화곡동 1067-21,자동차용 금속 압형제품 제조업
22220,아이피엑스,031-298-3043,경기도 화성시 효행구 봉담읍 왕림리 97-3,산업 처리공정 제어장비 제조업
22221,（주）MS가스（화성공장）,031-8047-5051,,"산소, 질소 및 기타 산업용 가스 제조업"
22222,주식회사 한국바이오메디컬*,031-353-2320,경기도 화성시 만세구 양감면 정문리 370-19,위생용 종이제품 제조업
22223,부경퍼니스텍,031-357-8795,경기도 화성시 만세구 팔탄면 창곡리 991-3,그 외 기타 특수 목적용 기계 제조업
22224,엠디케이,031-254-0424,경기도 화성시 만세구 향남읍 도이리 266-3,디스플레이 제조용 기계 제조업
22225,에스케이엔지니어링,031-831-9875,경기도 화성시 만세구 팔탄면 서근리 63-1,금속 탱크 및 저장 용기 제조업
22226,세종스크린,031-222-7020,경기도 화성시 병점구 기산동 244,스크린 인쇄업
22227,트윈테크시스템,031-366-3141,경기도 화성시 효행구 정남면 백리 355,절삭 가공 및 유사 처리업
22228,주식회사 송암,,경기도 화성시 만세구 남양읍 북양리 384-1,그 외 기타 금속 가공업
22229,씨엘테크CLTECH,031-351-8265,경기도 화성시 만세구 장안면 수촌리 1028-67,자동차용 금속 압형제품 제조업
22230,주식회사 삼일이엔지,031-225-6860,경기도 화성시 만세구 장안면 덕다리 152-3,그 외 자동차용 신품 부품 제조업
22231,티알에스컴파니주식회사,,경기도 화성시 만세구 향남읍 송곡리 56-5,컴퓨터 제조업
22232,보명산업,,경기도 화성시 동탄구 영천동 848-1,금속 성형기계 제조업
22233,(주)지엠케이(GMK),031-351-9990,경기도 화성시 만세구 우정읍 화산리 39-12,그 외 기타 가구 제조업
22234,하이솔로몬 주식회사,031-381-9123,경기도 화성시 효행구 비봉면 구포리 177-3,기타 목재 가구 제조업
22235,에이치씨알주식회사,031-354-5675,경기도 화성시 만세구 장안면 덕다리 312-3,그 외 자동차용 신품 부품 제조업
22236,고문당 피피에스(주),031-8047-4940,경기도 화성시 만세구 팔탄면 고주리 94-4,골판지 상자 및 가공제품 제조업
22237,비피엠앤티,,경기도 화성시 동탄구 영천동 852-1,기체 펌프 및 압축기 제조업
22238,엔티스,,경기도 화성시 효행구 봉담읍 당하리 257-13,컨베이어 장치 제조업
22239,진우본딩,031-357-8678,경기도 화성시 효행구 비봉면 자안리 580,그 외 기타 고무제품 제조업
22240,(주)디에이치테크론,031-351-9981,경기도 화성시 만세구 장안면 금의리 612-32,도장 및 기타 피막 처리업
22241,주식회사 레더그래픽스,031-354-6628,경기도 화성시 효행구 정남면 귀래리 437-4,가방 및 기타 보호용 케이스 제조업
22242,엘케이파트너즈,,경기도 화성시 만세구 우정읍 매향리 722-50,육상 금속 골조 구조재 제조업
22243,대부목형,031-352-4860,경기도 화성시 만세구 팔탄면 노하리 376-47,목재 도구 및 주방용 나무제품 제조업
22244,(주)파라이엔티,031-831-8310,경기도 화성시 동탄구 방교동 842-5,변압기 제조업
22245,디앤디메이트,031-256-5500,경기도 화성시 동탄구 영천동 823-6,경 인쇄업
22246,원타이디,,경기도 화성시 효행구 기안동 225-6,소파 및 기타 내장 가구 제조업
22247,화인테크,,경기도 화성시 만세구 향남읍 백토리 117-3,그 외 기타 분류 안된 금속 가공제품 제조업
22248,한림기업(주),031-353-6244,경기도 화성시 만세구 향남읍 길성리 44,텔레비전 제조업
22249,에이치에스글로벌 주식회사,070-4176-7738,경기도 화성시 동탄구 영천동 853-3,비 및 솔 제조업
22250,일등천막사,070-7573-6395,경기도 화성시 만세구 장안면 독정리 767-5,"천막, 텐트 및 유사 제품 제조업"
22251,(주)거명,031-354-1052,경기도 화성시 만세구 향남읍 백토리 195-2,그 외 자동차용 신품 부품 제조업
22252,씨앤에스에스,,경기도 화성시 만세구 장안면 석포리 14,플라스틱 시트 및 판 제조업
22253,알엔에이티 주식회사,,경기도 화성시 동탄구 영천동 832-2,유압 기기 제조업
22254,화천CMS,031-354-9658,경기도 화성시 효행구 매송면 원리 203-5,기타 일반 기계 및 장비 수리업
22255,핌스Fims,031-252-3119,경기도 화성시 동탄구 방교동 829-3,반도체 제조용 기계 제조업
22256,이음EUM,031-739-5878,경기도 화성시 만세구 장안면 석포리 712-8,산업용 로봇 제조업
22257,캐럿앤빈,,경기도 화성시 만세구 마도면 쌍송리 690-3,그 외 기타 특수 목적용 기계 제조업
22258,대동푸드,,경기도 화성시 병점구 진안동 132-9,육류 포장육 및 냉동육 가공업(가금류 제외)
22259,신화정밀,031-253-4242,경기도 화성시 병점구 반정동 254-17,그 외 기타 금속 가공업
22260,(주)셀텍,031-366-3817,경기도 화성시 만세구 향남읍 백토리 187-5,그 외 기타 특수 목적용 기계 제조업
22261,지오테크,031-298-0375,경기도 화성시 효행구 봉담읍 동화리 264-7,주형 및 금형 제조업
22262,디에스엠,031-647-0230,,플라스틱 접착처리 제품 제조업
22263,(주)이지무브*,031-504-5802,경기도 화성시 효행구 비봉면 양노리 671,자전거 및 환자용 차량 제조업
22264,제이제이테크,,경기도 화성시 만세구 남양읍 무송리 584,반도체 제조용 기계 제조업
22265,주식회사 일성수출포장,031-354-9504,경기도 화성시 만세구 양감면 요당리 599,목재 깔판류 및 기타 적재판 제조업
22266,상원모델주식회사,031-314-2353,경기도 화성시 만세구 장안면 석포리 8,주형 및 금형 제조업
22267,"(주)티에프디 (TFD Co.,Ltd)",,경기도 화성시 병점구 반월동 275-11,산업 처리공정 제어장비 제조업
22268,(주)하나알에치케이솔루션,,경기도 화성시 병점구 안녕동 188-646,전기·전자 및 정밀 기기 수리업
22269,신영빠우,,경기도 화성시 만세구 남양읍 안석리 297-17,그 외 기타 금속 가공업
22270,영원테크,,경기도 화성시 만세구 향남읍 관리 247-23,메모리용 전자집적회로 제조업
22271,케이와이플라즈마,,경기도 화성시 효행구 정남면 신리 141-2,절삭 가공 및 유사 처리업
22272,세진건업주식회사,031-352-7086,경기도 화성시 만세구 팔탄면 구장리 113-10,금속선 가공제품 제조업
22273,(주)미포텍,031-366-5538,경기도 화성시 만세구 팔탄면 해창리 259-10,구조용 금속 판제품 및 공작물 제조업
22274,아르벤앤컴퍼니Arvencompany,,경기도 화성시 동탄구 영천동 844-1,목재 도구 및 주방용 나무제품 제조업
22275,주식회사 진양인더스트리,031-352-6901,경기도 화성시 효행구 정남면 귀래리 552-1,구조용 금속 판제품 및 공작물 제조업
22276,금륜ENG*,031-8059-6987,경기도 화성시 효행구 정남면 음양리 957,반도체 제조용 기계 제조업
22277,(주)단디채움,,경기도 화성시 만세구 마도면 청원리 12-3,합성수지 및 기타 플라스틱 물질 제조업
22278,본프로덕스 주식회사,031-8059-1094,경기도 화성시 효행구 정남면 백리 330-4,주형 및 금형 제조업
22279,엘케이이엔지(LK ENG),031-616-0030,경기도 화성시 효행구 정남면 문학리 391,배전반 및 전기 자동제어반 제조업
22280,한국텍(주),031-296-2725,경기도 화성시 효행구 매송면 원리 112-6,차체 및 특장차 제조업
22281,수지테크,031-366-9440,경기도 화성시 만세구 남양읍 활초리 77-16,주형 및 금형 제조업
22282,티에스티(TST),,경기도 화성시 만세구 향남읍 도이리 159-13,기타 기계·장비 조립용 플라스틱제품 제조업
22283,신테크,,경기도 화성시 만세구 서신면 장외리 51,주형 및 금형 제조업
22284,(주)황샘바이오,,경기도 화성시 만세구 팔탄면 하저리 931-2,배합 사료 제조업
22285,한승화학,,경기도 화성시 만세구 팔탄면 창곡리 424,운송장비 조립용 플라스틱제품 제조업
22286,주식회사 영암테크,070-7121-3280,경기도 화성시 만세구 장안면 독정리 산 141-1,그 외 기타 일반 목적용 기계 제조업
22287,(주)현대인더스트리,031-8059-6100,경기도 화성시 효행구 정남면 문학리 721-20,"플라스틱 선, 봉, 관 및 호스 제조업"
22288,(주)POP,031-366-7578,경기도 화성시 효행구 봉담읍 당하리 271,간판 및 광고물 제조업
22289,기산FA,031-469-2057,경기도 화성시 효행구 봉담읍 동화리 264-6,산업용 로봇 제조업
22290,"주식회사티젠인터내셔널(TGenInternationalCo.,Ltd)",,,전기·전자 및 정밀 기기 수리업
22291,함창 하이테크,,경기도 화성시 만세구 장안면 독정리 355-4,육상 금속 골조 구조재 제조업
22292,하이원텍,031-359-9085,경기도 화성시 효행구 정남면 문학리 398,금속 절삭기계 제조업
22293,(주)삼정오토메이션,031-469-3090,경기도 화성시 동탄구 방교동 840-6,배전반 및 전기 자동제어반 제조업
22294,태양이엔지,,경기도 화성시 만세구 팔탄면 구장리 1015-26,그 외 기타 일반 목적용 기계 제조업
22295,오케이이엔티,,경기도 화성시 만세구 송산면 용포리 165,기타 가공 공작기계 제조업
22296,주식회사 지비케이컴퍼니,031-344-7736,경기도 화성시 만세구 우정읍 멱우리 211-31,기타 반도체 소자 제조업
22297,헬퍼테크,02-2637-5562,경기도 화성시 만세구 팔탄면 율암리 98-6,주형 및 금형 제조업
22298,(주)유진산업,031-356-2277,경기도 화성시 만세구 마도면 청원리 1347,그 외 기타 1차 철강 제조업
22299,태성정밀,031-355-0680,경기도 화성시 만세구 남양읍 북양리 527-18,그 외 자동차용 신품 부품 제조업
22300,(주)디케이산업*,031-355-4301,경기도 화성시 만세구 남양읍 안석리 437-2,"도금, 착색 및 기타 표면 처리 강재 제조업"
22301,기백종합기계,031-355-6000,경기도 화성시 만세구 남양읍 장덕리 491-7,"산업용 오븐, 노 및 노용 버너 제조업"
22302,미솝코포레이션,031-8059-2840,경기도 화성시 만세구 향남읍 화리현리 66-5,"플라스틱 선, 봉, 관 및 호스 제조업"
22303,한미르테크,031-352-4533,경기도 화성시 만세구 향남읍 송곡리 326-1,기타 기계·장비 조립용 플라스틱제품 제조업
22304,도기도기DOGIDOGI,,경기도 화성시 병점구 반월동 868,가정용 및 장식용 도자기 제조업
22305,뉴텍,,경기도 화성시 만세구 팔탄면 서근리 12-4,그 외 기타 특수 목적용 기계 제조업
22306,웨글루홈wagloohome,031-203-1233,경기도 화성시 효행구 봉담읍 덕우리 161-69,목재 도구 및 주방용 나무제품 제조업
22307,삼익정공,,경기도 화성시 효행구 정남면 신리 157,절삭 가공 및 유사 처리업
22308,오케이전산,041-568-9977,경기도 화성시 효행구 봉담읍 덕우리 233-31,사무용 기계 및 장비 제조업
22309,알앤에스테크,,경기도 화성시 동탄구 영천동 873-2,반도체 제조용 기계 제조업
22310,메카플러스 주식회사,031-298-7146,경기도 화성시 효행구 정남면 음양리 946,절삭 가공 및 유사 처리업
22311,정남떡방앗간,,경기도 화성시 효행구 정남면 괘랑리 1049-9,떡류 제조업
22312,슬램,031-352-9235,경기도 화성시 만세구 향남읍 증거리 317,절삭 가공 및 유사 처리업
22313,주식회사 비츠스톤(VITTZ STONE),,경기도 화성시 만세구 남양읍 온석리 297-3,기타 석제품 제조업
22314,태백기공주식회사,,경기도 화성시 만세구 양감면 대양리 708-12,그 외 기타 플라스틱 제품 제조업
22315,중앙테크,,경기도 화성시 병점구 기산동 256-16,절삭 가공 및 유사 처리업
22316,(주)케이엠테크,031-430-1055,경기도 화성시 만세구 마도면 석교리 454,그 외 자동차용 신품 부품 제조업
22317,주식회사 유이텍,031-237-2207,경기도 화성시 병점구 안녕동 176-434,그 외 기타 의료용 기기 제조업
22318,대한정공,031-4778-4110,경기도 화성시 만세구 남양읍 북양리 566-12,주형 및 금형 제조업
22319,(주)부아공영,031-366-7995,경기도 화성시 만세구 송산면 사강리 154-9,구조용 금속 판제품 및 공작물 제조업
22320,부경,031-372-5417,경기도 화성시 효행구 정남면 덕절리 367-3,기타 반도체 소자 제조업
22321,기능장열처리,031-353-4344,경기도 화성시 만세구 향남읍 갈천리 129-23,금속 열처리업
22322,리코,031-227-7974,경기도 화성시 효행구 봉담읍 당하리 19-11,특수직물 및 기타 직물 직조업
22323,상현기계,,경기도 화성시 만세구 팔탄면 율암리 74-15,절삭 가공 및 유사 처리업
22324,세미어스,,경기도 화성시 동탄구 영천동 846-3,메모리용 전자집적회로 제조업
22325,(주)금평테크놀러지,031-202-8454,경기도 화성시 병점구 안녕동 176-189,금속 가구 제조업
22326,NS 로지스,031-352-3712,경기도 화성시 만세구 향남읍 구문천리 932-13,"용기 세척, 포장 및 충전기 제조업"
22327,그린보드,031-466-2300,경기도 화성시 만세구 장안면 수촌리 429,골판지 제조업
22328,주식회사 한신유공압,031-355-1335,경기도 화성시 만세구 남양읍 남양리 389-6,기타 일반 기계 및 장비 수리업
22329,하진,031-221-5822,경기도 화성시 병점구 반월동 581,절삭 가공 및 유사 처리업
22330,청도상사,031-221-8289,경기도 화성시 효행구 봉담읍 수기리 3-2,식물성 유지 제조업
22331,지운테크,,경기도 화성시 병점구 반정동 109-4,그 외 기타 금속 가공업
22332,경인정밀기기,031-357-2562,경기도 화성시 효행구 비봉면 자안리 506-10,속도계 및 적산계기 제조업
22333,주식회사 유진시스템,,경기도 화성시 효행구 봉담읍 마하리 156,기타 기관 및 터빈 제조업
22334,주식회사 엔에프티한국,,경기도 화성시 동탄구 영천동 832-2,기타 일반 기계 및 장비 수리업
22335,(주)대풍엠텍,031-8059-5044,경기도 화성시 만세구 팔탄면 지월리 576,금속선 가공제품 제조업
22336,브릴란테,,경기도 화성시 병점구 안녕동 178-24,기타 반도체 소자 제조업
22337,(주)경신산업,070-4632-1183,경기도 화성시 병점구 안녕동 180-183,전구 및 램프 제조업
22338,(주) 이권산업개발,02-2606-0101,경기도 화성시 만세구 우정읍 호곡리 1-61,합성수지 및 기타 플라스틱 물질 제조업
22339,주식회사 메카,031-236-2888,,기타 일반 기계 및 장비 수리업
22340,디엔(DN TECH),031-236-2326,경기도 화성시 병점구 반정동 313-8,절삭 가공 및 유사 처리업
22341,아트브라이트ArtBright,,경기도 화성시 효행구 매송면 어천리 446,일반용 전기 조명장치 제조업
22342,주식회사 코스모코리아(야간비행),031-356-1180,경기도 화성시 만세구 남양읍 안석리 446-1,기타 목재 가구 제조업
22343,주식회사 휴닉스코리아,,경기도 화성시 효행구 봉담읍 마하리 325-4,그 외 기타 전기장비 제조업
22344,서원이엔지*,031-8047-5256,경기도 화성시 만세구 향남읍 화리현리 264-11,유압 기기 제조업
22345,나노피아,031-291-0197,경기도 화성시 효행구 봉담읍 수영리 306,그 외 기타 전자 부품 제조업
22346,현엔지니어링,031-353-4486,경기도 화성시 효행구 정남면 발산리 669,기타 반도체 소자 제조업
22347,메이크 메인,,경기도 화성시 병점구 기산동 258-3,기타 절연선 및 케이블 제조업
22348,웅진특수고무,,경기도 화성시 효행구 정남면 수면리 142,고무 패킹류 제조업
22349,주영산업,,경기도 화성시 만세구 향남읍 동오리 70-3,운송장비 조립용 플라스틱제품 제조업
22350,대송쇼파,050-7131-1360,경기도 화성시 만세구 팔탄면 노하리 282-16,소파 및 기타 내장 가구 제조업
22351,정테크,,경기도 화성시 만세구 장안면 사랑리 248-19,그 외 기타 금속 가공업
22352,대일테크,,경기도 화성시 동탄구 영천동 823-2,그 외 기타 전자 부품 제조업
22353,(주)명성알루미늄,031-358-1947,경기도 화성시 만세구 서신면 전곡리 1108-6,"알루미늄 압연, 압출 및 연신제품 제조업"
22354,제이디미디어 주식회사,031-366-6400,경기도 화성시 만세구 양감면 요당리 3-11,기타 음향기기 제조업
22355,대한정밀대한태양광발전소,,경기도 화성시 만세구 양감면 대양리 1235-6,전자 감지장치 제조업
22356,대신유로폼(주),031-366-1422,경기도 화성시 만세구 양감면 사창리 986-1,구조용 금속 판제품 및 공작물 제조업
22357,세진산업,031-238-9303,경기도 화성시 병점구 반월동 590-1,그 외 기타 금속 가공업
22358,건영테크,,경기도 화성시 만세구 남양읍 북양리 592-1,금속 캔 및 기타 포장용기 제조업
22359,티에스테크놀로지 주식회사,031-8003-9514,경기도 화성시 동탄구 반송동 72,주형 및 금형 제조업
22360,이노파츠,,경기도 화성시 효행구 봉담읍 동화리 139-1,기타 반도체 소자 제조업
22361,(주)창성텍,031-205-1010,경기도 화성시 동탄구 석우동 2-8,기타 기계·장비 조립용 플라스틱제품 제조업
22362,동림피앤피,031-353-4234,경기도 화성시 만세구 팔탄면 화당리 1-83,그 외 자동차용 신품 부품 제조업
22363,하나중문,031-296-0724,경기도 화성시 효행구 봉담읍 왕림리 355-26,"금속 문, 창, 셔터 및 관련제품 제조업"
22364,우진특수인쇄,,경기도 화성시 만세구 팔탄면 율암리 476,경 인쇄업
22365,다정,,경기도 화성시 동탄구 영천동 862-2,일반용 전기 조명장치 제조업
22366,주식회사 에스지이앤아이,031-355-7048,경기도 화성시 만세구 송산면 사강리 391-10,"플라스틱 선, 봉, 관 및 호스 제조업"
22367,호리커피컴퍼니,031-234-1286,,커피 가공업
22368,"주식회사 케이씨엠엘(KCML Co.,Ltd.)",031-8058-8935,경기도 화성시 만세구 향남읍 하길리 1465,"물질 검사, 측정 및 분석 기구 제조업"
22369,베스트OA화성,,경기도 화성시 병점구 병점동 844-3,기타 일반 기계 및 장비 수리업
22370,누리시스템,031-227-7750,경기도 화성시 효행구 비봉면 양노리 714-17,금속 절삭기계 제조업
22371,제우이앤지,031-499-7467,경기도 화성시 만세구 팔탄면 노하리 282-1,"전기회로 개폐, 보호 장치 제조업"
