순번,단지명,회사명,공장대표주소(지번 및 도로명주소),업종번호,업종명,전화번호
1320,화성바이오밸리일반산업단지,(주)유진스프링,"경기도 화성시 만세구 마도면 청원산단4길 34, (경기화성바이오밸리 I-3-2블록)","25943, 31202",금속 스프링 제조업 외 1 종,031-493-8851
1321,화성바이오밸리일반산업단지,(주)유한화학,경기도 화성시 만세구 마도면 청원산단8길 162 외 2필지,"20495, 20499, 21101",그 외 기타 분류 안된 화학제품 제조업 외 2 종,031-370-6900
1322,화성바이오밸리일반산업단지,(주)이에스피켐,"경기도 화성시 만세구 마도면 청원산단1길 42, (경기화성바이오밸리 I-14-12블록)",20202,합성수지 및 기타 플라스틱 물질 제조업,031-491-9907
1323,화성바이오밸리일반산업단지,(주)이화이엔씨,"경기도 화성시 만세구 마도면 청원산단3길 140-16, (경기화성바이오밸리 일반산업단지 I-12-8-2 블록)",20132,"염료, 조제 무기안료, 유연제 및 기타 착색제 제조업",031-319-5547
1324,화성바이오밸리일반산업단지,(주)일성화학,경기도 화성시 만세구 마도면 청원리 1480번지,20411,일반용 도료 및 관련제품 제조업,031-298-8578
1325,화성바이오밸리일반산업단지,(주)제이앤씨,경기도 화성시 만세구 마도면 청원산단2길 81,"25924, 29299",그 외 기타 특수목적용 기계 제조업 외 1 종,031-366-9426
1326,화성바이오밸리일반산업단지,(주)제이월드산업,경기도 화성시 만세구 마도면 청원산단1길 59,"22199, 22229, 22299",그 외 기타 고무제품 제조업 외 2 종,070-4667-4747
1327,화성바이오밸리일반산업단지,(주)제이제이테크 ,경기도 화성시 만세구 마도면 청원산단1길 163,"24222, 25111","금속 문, 창, 셔터 및 관련제품 제조업 외 1 종",031-355-6335
1328,화성바이오밸리일반산업단지,(주)제이피이노베이션,경기도 화성시 만세구 마도면 청원산단8길 138,"20495, 20499, 25122, 29250",바이오 연료 및 혼합물 제조업 외 3 종,031-366-6713
1329,화성바이오밸리일반산업단지,(주)제이피켐,경기도 화성시 만세구 마도면 청원산단8길 138,20499,그 외 기타 분류 안된 화학제품 제조업,070-4616-0669
1330,화성바이오밸리일반산업단지,(주)제일캐노피,경기도 화성시 만세구 마도면 청원산단2길 116 (만세구 마도면),"25111, 25112, 25119, 25944, 25994","금속 문, 창, 셔터 및 관련제품 제조업 외 4 종",031-356-1485
1331,화성바이오밸리일반산업단지,(주)준성이엔지,경기도 화성시 만세구 마도면 청원산단7길 19,"25913, 25914",자동차용 금속 압형제품 제조업 외 1 종,031-431-5541
1332,화성바이오밸리일반산업단지,(주)지제이테크,경기도 화성시 만세구 마도면 청원산단1길 86,22249,기타 기계.장비 조립용 플라스틱 제품 제조업,032-816-3375
1333,화성바이오밸리일반산업단지,(주)진성에스앤피,경기도 화성시 만세구 마도면 청원산단2길 128,"30391, 30392, 30399, 30400",그 외 자동차용 신품 부품 제조업 외 3 종,031-366-3548
1334,화성바이오밸리일반산업단지,(주)진세에프앤씨,"경기도 화성시 만세구 마도면 청원산단5길 18, 경기화성바이오밸리 일반산업단지 I-12-5블록",25932,일반철물 제조업,031-351-6055
1335,화성바이오밸리일반산업단지,(주)진흥엔지니어링,경기도 화성시 만세구 마도면 청원산단3길 140-31,"25122, 29192, 29210, 29250, 29299",음ㆍ식료품 및 담배 가공기계 제조업 외 4 종,031-357-3171
1336,화성바이오밸리일반산업단지,(주)창대기업,경기도 화성시 만세구 마도면 청원리 1317번지,25923,도장 및 기타 피막처리업,031-366-8477
1337,화성바이오밸리일반산업단지,(주)천일,경기도 화성시 만세구 마도면 청원산단1길 10-15,25924,절삭가공 및 유사처리업,031-356-7626
1338,화성바이오밸리일반산업단지,(주)케이산업,경기도 화성시 만세구 마도면 청원산단로 124,"22259, 25113, 25114",육상 금속 골조 구조재 제조업 외 2 종,031-8055-0771
1339,화성바이오밸리일반산업단지,(주)케이스탑,"경기도 화성시 만세구 마도면 청원산단3길 94, 경기화성바이오밸리 일반산업단지 I-14-14블록",20499,그 외 기타 분류 안된 화학제품 제조업,031-408-6771
1340,화성바이오밸리일반산업단지,(주)켐텍스코리아,"경기도 화성시 만세구 마도면 청원산단5길 40, (경기화성바이오밸리 I-12-9-2블록)",20421,계면활성제 제조업,031-434-4421
1341,화성바이오밸리일반산업단지,(주)코스폴,"경기도 화성시 만세구 마도면 청원산단7길 39, (경기화성바이오밸리 I-11-8-2블록)","20495, 20499",그 외 기타 분류 안된 화학제품 제조업 외 1 종,031-357-4280
1342,화성바이오밸리일반산업단지,(주)코테크 화성지점,경기도 화성시 만세구 마도면 청원산단7길 59,"20202, 20411",합성수지 및 기타 플라스틱 물질 제조업 외 1 종,031-682-2662
1343,화성바이오밸리일반산업단지,(주)태성분체,경기도 화성시 만세구 마도면 청원산단2길 25,"25119, 25923",도장 및 기타 피막처리업 외 1 종,031-495-2866
1344,화성바이오밸리일반산업단지,(주)파머스그레인코리아 ,경기도 화성시 만세구 마도면 청원산단7길 64,"20422, 20423",화장품 제조업 외 1 종,031-8077-2014
1345,화성바이오밸리일반산업단지,(주)펫퍼스,경기도 화성시 만세구 마도면 청원산단5길 114,"10801, 20423",배합 사료 제조업 외 1 종,031-227-5701
1346,화성바이오밸리일반산업단지,(주)포스켐,"경기도 화성시 만세구 마도면 청원산단3길 167, (경기화성바이오밸리 I-19-2-1블록)",20411,일반용 도료 및 관련제품 제조업,031-355-4993
1347,화성바이오밸리일반산업단지,(주)푸른친구들 ,경기도 화성시 만세구 마도면 청원산단4길 57,52101,일반 창고업,031-356-5860
1348,화성바이오밸리일반산업단지,(주)프라임광학,경기도 화성시 만세구 마도면 청원산단4길 83,26211,액정 표시장치 제조업,031-356-6866
1349,화성바이오밸리일반산업단지,(주)프로코,"경기도 화성시 만세구 마도면 청원산단7길 50, (경기화성바이오밸리 일반산업단지 I-9-16블록)","20495, 20499",그 외 기타 분류 안된 화학제품 제조업 외 1 종,031-355-4875
1350,화성바이오밸리일반산업단지,(주)피티비이엔지,경기도 화성시 만세구 마도면 청원산단3길 140-38,"30320, 30400",자동차 차체용 신품 부품 제조업 외 1 종,031-434-7281
1351,화성바이오밸리일반산업단지,(주)픽스턴,"경기도 화성시 만세구 마도면 청원산단로 181, 나동",27215,기기용 자동측정 및 제어장치 제조업,031-831-3686
1352,화성바이오밸리일반산업단지,(주)하나로샤시,"경기도 화성시 만세구 마도면 청원산단1길 64, (경기화성바이오밸리 I-22-2블록)",22211,"플라스틱 선, 봉, 관 및 호스 제조업",031-431-8755
1353,화성바이오밸리일반산업단지,(주)한국분산,경기도 화성시 만세구 마도면 청원산단7길 64,20411,일반용 도료 및 관련제품 제조업,031-508-0054
1354,화성바이오밸리일반산업단지,(주)한국스틸웨어,경기도 화성시 만세구 마도면 청원산단1길 20,25932,일반철물 제조업,031-357-2075
1355,화성바이오밸리일반산업단지,(주)한국스틸웨어,경기도 화성시 만세구 마도면 청원산단1길 23,25932,일반철물 제조업,031-357-2075
1356,화성바이오밸리일반산업단지,(주)한솔바이오텍,경기도 화성시 만세구 마도면 청원산단5길 45,20423,화장품 제조업,031-357-0884
1357,화성바이오밸리일반산업단지,(주)한송인더스트리,경기도 화성시 만세구 마도면 청원산단7길 42,"20495, 20499",그 외 기타 분류 안된 화학제품 제조업 외 1 종,070-7830-6491
1358,화성바이오밸리일반산업단지,(주)한일정공,"경기도 화성시 만세구 마도면 청원산단로 196, (경기화성바이오밸리 1-4-4 블록)","30331, 30400",자동차용 신품 동력전달장치 제조업 외 1 종,031-356-2511
1359,화성바이오밸리일반산업단지,(주)한일정공,경기도 화성시 만세구 마도면 청원산단3길 33,"30331, 30400",자동차용 신품 동력전달장치 제조업 외 1 종,031-491-2511
1360,화성바이오밸리일반산업단지,(주)해찬정밀,"경기도 화성시 만세구 마도면 청원산단8길 105, (경기화성바이오밸리 I-4-6블록)",25999,그 외 기타 분류 안된 금속 가공 제품 제조업,031-356-1301
1361,화성바이오밸리일반산업단지,(주)해토,"경기도 화성시 만세구 마도면 청원산단2길 41, (주)해토",29272,디스플레이 제조용 기계 제조업,
1362,화성바이오밸리일반산업단지,(주)현대알루미늄,경기도 화성시 만세구 마도면 청원리 1349번지 (10-4 필지),25112,구조용 금속 판제품 및 공작물 제조업,031-355-4477
1363,화성바이오밸리일반산업단지,(주)현민피앤디,"경기도 화성시 만세구 마도면 청원산단3길 61-3, 경기화성바이오밸리 일반산업단지 I-17-8블록 (만세구 마도면)","17124, 17211, 17222, 17223","적층, 합성 및 특수표면처리 종이 제조업 외 3 종",031-319-2142
1364,화성바이오밸리일반산업단지,(주)혜성테크,"경기도 화성시 만세구 마도면 청원산단3길 32, (경기화성바이오밸리 I-16-6블록)","25929, 29174, 29175, 30201, 30202",액체 여과기 제조업 외 4 종,031-351-8370
1365,화성바이오밸리일반산업단지,(주)화성산업,경기도 화성시 만세구 마도면 청원산단5길 158,"20421, 20499",계면활성제 제조업 외 1 종,070-4322-2631
1366,화성바이오밸리일반산업단지,(주)화인코왁,경기도 화성시 만세구 마도면 청원산단2길 58,"29142, 31312",기어 및 동력전달장치 제조업 외 1 종,031-357-9044
1367,화성바이오밸리일반산업단지,BS테크,경기도 화성시 만세구 마도면 청원산단3길 140-27,"25112, 25999",구조용 금속 판제품 및 공작물 제조업 외 1 종,
1368,화성바이오밸리일반산업단지,KSV엔지니어링,경기도 화성시 만세구 마도면 청원산단1길 14,25924,절삭가공 및 유사처리업,070-7707-3571
1369,화성바이오밸리일반산업단지,㈜대웅케미칼,경기도 화성시 만세구 마도면 청원산단5길 161,20129,기타 기초 무기 화학물질 제조업,031-357-1660
1370,화성바이오밸리일반산업단지,㈜동양엔진텍,"경기도 화성시 만세구 마도면 청원산단4길 61, (2-6-1 블록)",25999,그 외 기타 분류 안된 금속 가공 제품 제조업,
1371,화성바이오밸리일반산업단지,㈜창일테크,"경기도 화성시 만세구 마도면 청원산단3길 55, (I-17-6 블록)",24199,그 외 기타 1차 철강 제조업,031-433-6443
1372,화성바이오밸리일반산업단지,계산특수강(주),경기도 화성시 만세구 마도면 청원산단로 181,25113,육상 금속 골조 구조재 제조업,031-357-8415
1373,화성바이오밸리일반산업단지,광동케미칼(주),"경기도 화성시 만세구 마도면 청원산단3길 188, (경기화성바이오밸리 1-8-6블록)","20312, 20313, 20422","치약, 비누 및 기타 세제 제조업 외 2 종",031-432-6633
1374,화성바이오밸리일반산업단지,국도첨단소재(주) ,경기도 화성시 만세구 마도면 청원산단3길 117,20499,그 외 기타 분류 안된 화학제품 제조업,031-358-7140
1375,화성바이오밸리일반산업단지,국도화학(주),경기도 화성시 만세구 마도면 청원산단3길 117 외 2필지,20499,그 외 기타 분류 안된 화학제품 제조업,02-3282-1400
1376,화성바이오밸리일반산업단지,글로벌ENG,경기도 화성시 만세구 마도면 청원산단1길 33,"24199, 25929",그 외 기타 1차 철강 제조업 외 1 종,031-355-0901
1377,화성바이오밸리일반산업단지,나노전자,경기도 화성시 만세구 마도면 청원산단1길 10-9,"27199, 28423, 28512, 29173, 29174, 29261, 29299",기체 여과기 제조업 외 6 종,031-404-0935
1378,화성바이오밸리일반산업단지,남광철강,"경기도 화성시 만세구 마도면 청원산단5길 12, (경기화성바이오밸리 I-12-3블록)","25929, 29241",그 외 기타 금속가공업 외 1 종,031-357-7829
1379,화성바이오밸리일반산업단지,다우실란트산업(주)화성바이오밸리지점,경기도 화성시 만세구 마도면 청원산단1길 36,20202,합성수지 및 기타 플라스틱 물질 제조업,031-357-5181
1380,화성바이오밸리일반산업단지,단원파렛트,경기도 화성시 만세구 마도면 청원산단8길 99,"25995, 25999",그 외 기타 분류 안된 금속 가공 제품 제조업 외 1 종,031-356-8149
1381,화성바이오밸리일반산업단지,대성메탈(주) ,경기도 화성시 만세구 마도면 청원산단4길 38,25924,절삭가공 및 유사처리업,031-355-5651
1382,화성바이오밸리일반산업단지,대성스틸(주) ,경기도 화성시 만세구 마도면 청원산단로 178,25944,금속선 가공제품 제조업,031-366-9723
1383,화성바이오밸리일반산업단지,대성스틸(주) ,경기도 화성시 만세구 마도면 청원산단로 160,25944,금속선 가공제품 제조업,031-366-9723
1384,화성바이오밸리일반산업단지,대신알루텍(주),경기도 화성시 만세구 마도면 청원산단2길 116,"24222, 25111, 25923","금속 문, 창, 셔터 및 관련제품 제조업 외 2 종",031-357-3789
1385,화성바이오밸리일반산업단지,대신알루텍(주),경기도 화성시 만세구 마도면 청원산단2길 106,25111,"금속 문, 창, 셔터 및 관련제품 제조업",031-357-3789
1386,화성바이오밸리일반산업단지,대영산기,경기도 화성시 만세구 마도면 청원산단6길 23,"29150, 35114","산업용 오븐, 노 및 노용 버너 제조업 외 1 종",031-366-9377
1387,화성바이오밸리일반산업단지,대일케미칼(주),경기도 화성시 만세구 마도면 청원산단7길 66,20129,기타 기초 무기 화학물질 제조업,031-439-4418
1388,화성바이오밸리일반산업단지,더블유엠(주),경기도 화성시 만세구 마도면 청원산단1길 10-15,"25999, 29120, 29224, 29229, 29280",금속 성형기계 제조업 외 4 종,031-8055-0510
1389,화성바이오밸리일반산업단지,동명기계(주),경기도 화성시 만세구 마도면 청원산단4길 53,"29261, 29271, 29299",그 외 기타 특수목적용 기계 제조업 외 2 종,031-366-8141
1390,화성바이오밸리일반산업단지,동양다이캐스팅(주),경기도 화성시 만세구 마도면 청원산단1길 100,24321,알루미늄주물 주조업,032-811-8886
1391,화성바이오밸리일반산업단지,동화텍(주),"경기도 화성시 만세구 마도면 청원산단2길 75, (경기화성바이오밸리 I-5-4-2블록)","30310, 30400",자동차 엔진용 신품 부품 제조업 외 1 종,031-488-9601
1392,화성바이오밸리일반산업단지,두진정공(주),경기도 화성시 만세구 마도면 청원리 1369번지 외 1필지,29163,컨베이어장치 제조업,031-366-8171
1393,화성바이오밸리일반산업단지,모아정밀,경기도 화성시 만세구 마도면 청원산단6길 7,"25929, 35114",그 외 기타 금속가공업 외 1 종,031-356-8639
1394,화성바이오밸리일반산업단지,몽고장유,경기도 화성시 만세구 마도면 청원산단3길 84,10743,장류 제조업,031-357-7270
1395,화성바이오밸리일반산업단지,미래이엔씨,경기도 화성시 만세구 마도면 청원산단2길 35,29229,기타 가공 공작기계 제조업,031-8055-8916
1396,화성바이오밸리일반산업단지,미래정밀화학(주),"경기도 화성시 만세구 마도면 청원산단3길 94, (경기화성바이오밸리 I-14-14 블록) (경기화성바이오밸리  I-14-14 블록)","20132, 20495, 20499","염료, 조제 무기안료, 유연제 및 기타 착색제 제조업 외 2 종",031-433-8584
1397,화성바이오밸리일반산업단지,반도기공(주),경기도 화성시 만세구 마도면 청원산단1길 23,29169,기타 물품 취급장비 제조업,031-355-8420
1398,화성바이오밸리일반산업단지,삼성정공,경기도 화성시 만세구 마도면 청원산단4길 37,29294,주형 및 금형 제조업,031-355-7015
1399,화성바이오밸리일반산업단지,삼성콘트롤(주),"경기도 화성시 만세구 마도면 청원산단3길 42, 경기화성바이오밸리 일반산업단지 I-16-10블록","22241, 22249, 30331, 30400",운송장비 조립용 플라스틱제품 제조업 외 3 종,031-357-8378
1400,화성바이오밸리일반산업단지,삼우합금공업(주),경기도 화성시 만세구 마도면 청원산단1길 110,24212,"알루미늄 제련, 정련 및 합금 제조업",031-499-1262
1401,화성바이오밸리일반산업단지,삼원공업(주),"경기도 화성시 만세구 마도면 청원산단3길 94, 경기화성바이오밸리 일반산업단지 I-14-14블록","20495, 20499",그 외 기타 분류 안된 화학제품 제조업 외 1 종,031-366-5805
1402,화성바이오밸리일반산업단지,삼일정공(주),경기도 화성시 만세구 마도면 청원산단3길 140-37,29294,주형 및 금형 제조업,031-297-3264
1403,화성바이오밸리일반산업단지,성민티에프(주) ,"경기도 화성시 만세구 마도면 청원산단7길 13, (I-11-1블록)",25932,일반철물 제조업,031-366-7907
1404,화성바이오밸리일반산업단지,성실종합공사,"경기도 화성시 만세구 마도면 청원산단7길 13, (I-11-1 블록)",25111,"금속 문, 창, 셔터 및 관련제품 제조업",031-366-7966
1405,화성바이오밸리일반산업단지,송산산업,경기도 화성시 만세구 마도면 청원산단3길 17-5,29241,건설 및 채광용 기계장비 제조업,070-8229-8983
1406,화성바이오밸리일반산업단지,시화호이스트크레인(주),경기도 화성시 만세구 마도면 청원산단3길 61-8,24199,그 외 기타 1차 철강 제조업,031-433-5528
1407,화성바이오밸리일반산업단지,신양케미칼 ,"경기도 화성시 만세구 마도면 청원산단3길 43, (I-17-4 블록)",22229,기타 건축용 플라스틱 조립제품 제조업,031-418-6127
1408,화성바이오밸리일반산업단지,신원스틸(주),경기도 화성시 만세구 마도면 청원산단2길 57,25944,금속선 가공제품 제조업,031-366-7911
1409,화성바이오밸리일반산업단지,신한테크,경기도 화성시 만세구 마도면 청원산단5길 150,20411,일반용 도료 및 관련제품 제조업,031-366-4861
1410,화성바이오밸리일반산업단지,씨투라인(주) ,경기도 화성시 만세구 마도면 청원산단8길 174,20202,합성수지 및 기타 플라스틱 물질 제조업,031-355-0130
1411,화성바이오밸리일반산업단지,암스텍산업(주),경기도 화성시 만세구 마도면 청원산단3길 159,20411,일반용 도료 및 관련제품 제조업,031-902-5265
1412,화성바이오밸리일반산업단지,에너진(주),경기도 화성시 만세구 마도면 청원산단2길 120,"27213, 29150, 29171, 29222, 29224, 29229, 29230, 29261, 29299, 31999",그 외 기타 특수목적용 기계 제조업 외 9 종,031-259-8400
1413,화성바이오밸리일반산업단지,에너진(주),경기도 화성시 만세구 마도면 청원산단2길 42,25122,금속탱크 및 저장용기 제조업,031-259-8400
1414,화성바이오밸리일반산업단지,엘티씨(주),경기도 화성시 만세구 마도면 청원산단8길 114,20499,그 외 기타 분류 안된 화학제품 제조업,031-383-6525
1415,화성바이오밸리일반산업단지,엠디티(주),경기도 화성시 만세구 마도면 청원산단2길 96,30399,그 외 자동차용 신품 부품 제조업,052-222-7971
1416,화성바이오밸리일반산업단지,엠에프씨(주),경기도 화성시 만세구 마도면 청원산단7길 35,21101,의약용 화합물 및 항생물질 제조업,031-8059-8293
1417,화성바이오밸리일반산업단지,오비오(주),경기도 화성시 만세구 마도면 청원산단2길 76,29175,액체 여과기 제조업,031-357-7075
1418,화성바이오밸리일반산업단지,오엠지,경기도 화성시 만세구 마도면 청원산단4길 104,25912,금속 단조제품 제조업,031-357-0201
1419,화성바이오밸리일반산업단지,와이제이테크,경기도 화성시 만세구 마도면 청원산단3길 140-27,25924,절삭가공 및 유사처리업,031-498-2757
1420,화성바이오밸리일반산업단지,우영테크(주),"경기도 화성시 만세구 마도면 청원산단1길 17, (경기화성바이오밸리 I-16-3블록)","29294, 30391, 30392, 30399, 30400",주형 및 금형 제조업 외 4 종,031-431-5805
1421,화성바이오밸리일반산업단지,원형테크 ,경기도 화성시 만세구 마도면 청원산단4길 61,"25923, 25999",도장 및 기타 피막처리업 외 1 종,031-498-0375
1422,화성바이오밸리일반산업단지,유구산업(주),경기도 화성시 만세구 마도면 청원산단2길 96,"25113, 29272, 35114",육상 금속 골조 구조재 제조업 외 2 종,031-508-2016
1423,화성바이오밸리일반산업단지,일광잉크페인트(주),경기도 화성시 만세구 마도면 청원리 1429,20413,인쇄잉크 및 회화용 물감 제조업,031-355-0991
1424,화성바이오밸리일반산업단지,정원기공,경기도 화성시 만세구 마도면 청원산단2길 87,"25929, 29229",그 외 기타 금속가공업 외 1 종,
1425,화성바이오밸리일반산업단지,제이에스폴리텍(주),경기도 화성시 만세구 마도면 청원산단3길 46,"17122, 17125, 17129, 22212, 22213",기타 종이 및 판지 제조업 외 4 종,031-358-9780
1426,화성바이오밸리일반산업단지,제이와이지테크 ,"경기도 화성시 만세구 마도면 청원산단2길 96, ""다동""","25913, 26299, 29294",주형 및 금형 제조업 외 2 종,031-357-3702
1427,화성바이오밸리일반산업단지,제트이브이(주),경기도 화성시 만세구 마도면 청원산단2길 96,30399,그 외 자동차용 신품 부품 제조업,
1428,화성바이오밸리일반산업단지,주식회사 그린에어텍 제1공장 ,"경기도 화성시 만세구 마도면 청원산단7길 14, (청원리 1458)",29173,산업용 송풍기 및 배기장치 제조업,031-355-6506
1429,화성바이오밸리일반산업단지,주식회사 그린에어텍 제2공장 ,경기도 화성시 만세구 마도면 청원산단7길 12,29173,산업용 송풍기 및 배기장치 제조업,031-355-6506
1430,화성바이오밸리일반산업단지,주식회사 스마트켐,경기도 화성시 만세구 마도면 청원산단로 214,"26299, 30203",트레일러 및 세미트레일러 제조업 외 1 종,070-4495-6444
1431,화성바이오밸리일반산업단지,주식회사 씨앤에이시스,경기도 화성시 만세구 마도면 청원산단3길 140-26,"22232, 29294",주형 및 금형 제조업 외 1 종,031-355-9775
1432,화성바이오밸리일반산업단지,주식회사 애맥스 ,경기도 화성시 만세구 마도면 청원산단4길 33,29131,액체 펌프 제조업,031-434-9006
1433,화성바이오밸리일반산업단지,주식회사 자 여 ,경기도 화성시 만세구 마도면 청원산단7길 20,"30391, 30392, 30399, 30400",그 외 자동차용 신품 부품 제조업 외 3 종,02-501-2511
1434,화성바이오밸리일반산업단지,주식회사 칼린,경기도 화성시 만세구 마도면 청원산단8길 174,20202,합성수지 및 기타 플라스틱 물질 제조업,031-355-0130
1435,화성바이오밸리일반산업단지,주식회사 크리오란코리아,경기도 화성시 만세구 마도면 청원산단5길 132,20423,화장품 제조업,070-4060-7870
1436,화성바이오밸리일반산업단지,진미산업,경기도 화성시 만세구 마도면 청원산단2길 41,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,031-499-5786
1437,화성바이오밸리일반산업단지,진종합건설(주),"경기도 화성시 만세구 마도면 청원산단3길 21, (경기화성바이오밸리 I-17-1-1 블록)","25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,031-439-1550
1438,화성바이오밸리일반산업단지,진종합건설(주),경기도 화성시 만세구 마도면 청원산단3길 17-10,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,031-355-0104
1439,화성바이오밸리일반산업단지,천우이엔지,"경기도 화성시 만세구 마도면 청원산단4길 89, 경기화성바이오밸리 일반산업단지 I-2-1블록",25113,육상 금속 골조 구조재 제조업,031-357-4073
1440,화성바이오밸리일반산업단지,첨단산업,"경기도 화성시 만세구 마도면 청원산단1길 144, 경기화성바이오밸리 일반산업단지 I-14-7블록","29176, 29199",그 외 기타 일반목적용 기계 제조업 외 1 종,031-357-9993
1441,화성바이오밸리일반산업단지,청솔바이오코스(주) ,"경기도 화성시 만세구 마도면 청원산단1길 132, (I-14-9블록)","20422, 20423",화장품 제조업 외 1 종,031-355-5991
1442,화성바이오밸리일반산업단지,청우화학(주),경기도 화성시 만세구 마도면 청원산단5길 149,20413,인쇄잉크 및 회화용 물감 제조업,031-499-5454
1443,화성바이오밸리일반산업단지,커민스필터 주식회사,경기도 화성시 만세구 마도면 청원산단로 214,30399,그 외 자동차용 신품 부품 제조업,031-369-5900
1444,화성바이오밸리일반산업단지,코리아에너지솔루션(주),경기도 화성시 만세구 마도면 청원산단2길 58,"25130, 29150, 29174, 29176",핵반응기 및 증기보일러 제조업 외 3 종,031-351-8428
1445,화성바이오밸리일반산업단지,코텍,경기도 화성시 만세구 마도면 청원산단로 144,25932,일반철물 제조업,031-355-9607
1446,화성바이오밸리일반산업단지,태산,경기도 화성시 만세구 마도면 청원산단3길 140-31,29171,산업용 냉장 및 냉동 장비 제조업,031-366-7809
1447,화성바이오밸리일반산업단지,태영산업기계(주),경기도 화성시 만세구 마도면 청원산단1길 27,29120,유압기기 제조업,031-987-8411
1448,화성바이오밸리일반산업단지,티피에스(주),경기도 화성시 만세구 마도면 청원산단6길 12,29293,인쇄 및 제책용 기계 제조업,031-355-4862
1449,화성바이오밸리일반산업단지,포인테크,경기도 화성시 만세구 마도면 청원산단1길 13,31311,"유인 항공기, 항공우주선 및 보조장치 제조업",031-497-0051
1450,화성바이오밸리일반산업단지,플러스에이원 주식회사,경기도 화성시 만세구 마도면 청원산단3길 140-29,25999,그 외 기타 분류 안된 금속 가공 제품 제조업,02-891-8149
1451,화성바이오밸리일반산업단지,한국티타늄(주),경기도 화성시 만세구 마도면 청원산단1길 23,25119,기타 구조용 금속제품 제조업,02-3679-5511
1452,화성바이오밸리일반산업단지,한림기계(주),"경기도 화성시 만세구 마도면 청원산단2길 32, (경기화성바이오밸리일반산업단지 I-3-4블록)",29193,분사기 및 소화기 제조업,031-498-3981
1453,화성바이오밸리일반산업단지,현진팩키지(주),"경기도 화성시 만세구 마도면 청원산단3길 45, (경기화성바이오밸리 I-17-5블록)",17223,식품 위생용 종이 상자 및 용기 제조업,031-493-2343
1454,화성바이오밸리일반산업단지,화신ENG(주),경기도 화성시 만세구 마도면 청원산단4길 13,"29194, 29241, 29242",광물처리 및 취급장비 제조업 외 2 종,02-2677-8818
1455,화성바이오밸리일반산업단지,희망테크프론,경기도 화성시 만세구 마도면 청원산단1길 26,25923,도장 및 기타 피막처리업,032-671-1300
1456,화성주곡일반산업단지,(주)경신,경기도 화성시 만세구 우정읍 버들로 899-41,30399,그 외 자동차용 신품 부품 제조업,032-714-7194
1457,화성주곡일반산업단지,(주)대원포장산업,경기도 화성시 만세구 우정읍 주곡리 387-7번지 주곡일반산업단지A1-6,"22212, 22213",플라스틱 필름 제조업 외 1 종,031-358-6657
1458,화성주곡일반산업단지,(주)상원 ,경기도 화성시 만세구 우정읍 주곡리 387-12번지 (A1-1블록) 외 1필지,"22299, 29294",주형 및 금형 제조업 외 1 종,031-354-3060
1459,화성주곡일반산업단지,(주)세진엔테크 ,경기도 화성시 만세구 우정읍 버들로 899-135,29229,기타 가공 공작기계 제조업,031-493-4298
1460,화성주곡일반산업단지,(주)애니코스 ,경기도 화성시 만세구 우정읍 버들로 899-45,"17902, 18119",위생용 종이제품 제조업 외 1 종,070-4333-3999
1461,화성주곡일반산업단지,(주)엠스코,경기도 화성시 만세구 우정읍 주곡리 387-36번지 358-7번지(주곡일반산업단지A3-2),"30391, 30392, 30399, 30400",그 외 자동차용 신품 부품 제조업 외 3 종,031-488-8653
1462,화성주곡일반산업단지,(주)이클린드림 ,경기도 화성시 만세구 우정읍 주곡리 387-74번지 (A2-10블록) 외 1필지,10749,기타 식품 첨가물 제조업,070-7795-9783
1463,화성주곡일반산업단지,(주)코시스,경기도 화성시 만세구 우정읍 버들로 899-61,29229,기타 가공 공작기계 제조업,031-351-6805
1464,화성주곡일반산업단지,(주)태성이앤아이,경기도 화성시 만세구 우정읍 버들로 899-71,"22251, 22259",폴리스티렌 발포 성형제품 제조업 외 1 종,031-269-6972
1465,화성주곡일반산업단지,건화기업(주),경기도 화성시 만세구 우정읍 버들로 899-42,29162,승강기 제조업,031-355-9489
1466,화성주곡일반산업단지,금명엔지니어링,경기도 화성시 만세구 우정읍 주곡리 358-6번지 주곡일반산업단지A3-3 외 3필지,"22241, 22249, 29294",주형 및 금형 제조업 외 2 종,031-351-0058
1467,화성주곡일반산업단지,대림플라텍(주),경기도 화성시 만세구 우정읍 버들로 899-87 외 2필지,22299,그 외 기타 플라스틱 제품 제조업,031-351-9957
1468,화성주곡일반산업단지,대진산업,"경기도 화성시 만세구 우정읍 버들로 899-51, (주곡일반산업단지 A2-11)","17221, 18119",기타 인쇄업 외 1 종,031-358-1620
1469,화성주곡일반산업단지,미주산업,경기도 화성시 만세구 우정읍 버들로 899-42,29169,기타 물품 취급장비 제조업,031-638-4665
1470,화성주곡일반산업단지,신명기업,경기도 화성시 만세구 우정읍 주곡리 382-7번지 외 2필지,25929,그 외 기타 금속가공업,031-366-7259
1471,화성주곡일반산업단지,신아플랜트서비스주식회사,경기도 화성시 만세구 우정읍 버들로 899-30,"29150, 29171","산업용 오븐, 노 및 노용 버너 제조업 외 1 종",031-358-2182
1472,화성주곡일반산업단지,신호산업,경기도 화성시 만세구 우정읍 주곡리 387-26번지 주곡일반산업단지A2-7,17223,식품 위생용 종이 상자 및 용기 제조업,031-353-8682
